string dom time charge
63 14 3040.97094727 1
63 16 2127.23999023 1
63 17 1733.06872559 1
63 17 1940.79858398 1
63 18 1519.49255371 1
63 18 1622.56262207 1
63 18 1707.99829102 1
63 18 1724.27575684 1
63 18 1755.21069336 1
63 18 1855.28479004 1
63 19 1179.84191895 1
63 19 1300.45422363 1
63 19 1373.66833496 1
63 19 1420.75317383 1
63 19 1510.88684082 1
63 19 1512.5760498 1
63 19 1532.4342041 1
63 19 1576.67419434 1
63 19 1591.32409668 1
63 19 1596.73254395 1
63 19 1637.84228516 1
63 19 1709.2668457 1
63 19 1753.96728516 1
63 19 1860.23657227 1
63 19 2075.36401367 1
63 19 2211.65844727 1
63 20 1205.19970703 1
63 20 1266.42407227 1
63 20 1321.41052246 1
63 20 1328.97473145 1
63 20 1343.79260254 1
63 20 1350.36828613 1
63 20 1363.98352051 1
63 20 1409.2635498 1
63 20 1628.97436523 1
63 20 1697.67114258 1
63 20 1726.62939453 1
63 20 1807.93518066 1
63 20 1825.80249023 1
63 20 1870.28491211 1
63 20 1927.52563477 1
63 20 1953.86254883 1
63 20 2121.53295898 1
63 20 2175.09790039 1
63 20 2624.88964844 1
63 20 2656.64672852 1
63 21 1085.95666504 1
63 21 1114.05249023 1
63 21 1144.27294922 1
63 21 1153.05664062 1
63 21 1158.41210938 1
63 21 1235.86035156 1
63 21 1235.96777344 1
63 21 1255.8807373 1
63 21 1261.03796387 1
63 21 1271.02661133 1
63 21 1273.63586426 1
63 21 1302.34790039 1
63 21 1329.3404541 1
63 21 1339.03723145 1
63 21 1351.44140625 1
63 21 1364.51416016 1
63 21 1384.03942871 1
63 21 1393.59558105 1
63 21 1394.00769043 1
63 21 1394.13464355 1
63 21 1395.79760742 1
63 21 1397.91894531 1
63 21 1416.33825684 1
63 21 1417.56689453 1
63 21 1431.26843262 1
63 21 1471.38623047 1
63 21 1476.0970459 1
63 21 1515.17663574 1
63 21 1528.27038574 1
63 21 1550.63696289 1
63 21 1553.18737793 1
63 21 1562.72949219 1
63 21 1579.01123047 1
63 21 1586.24780273 1
63 21 1612.8013916 1
63 21 1627.75427246 1
63 21 1682.02941895 1
63 21 1729.61804199 1
63 21 1738.26916504 1
63 21 1752.07873535 1
63 21 1758.7689209 1
63 21 1763.36645508 1
63 21 1771.69580078 1
63 21 1851.50634766 1
63 21 1949.56542969 1
63 21 1950.8223877 1
63 21 2021.25341797 1
63 21 2058.93261719 1
63 21 2063.8293457 1
63 21 2069.12890625 1
63 21 2289.64038086 1
63 21 2289.84155273 1
63 21 2320.53955078 1
63 21 2992.4453125 1
63 21 3083.09692383 1
63 22 987.083618164 1
63 22 995.638244629 1
63 22 1000.97711182 1
63 22 1015.85760498 1
63 22 1024.63977051 1
63 22 1035.10339355 1
63 22 1068.0291748 1
63 22 1076.88427734 1
63 22 1090.39135742 1
63 22 1093.6427002 1
63 22 1096.40209961 1
63 22 1107.84106445 1
63 22 1109.84362793 1
63 22 1120.81384277 1
63 22 1121.00598145 1
63 22 1128.15930176 1
63 22 1130.99438477 1
63 22 1133.94274902 1
63 22 1145.5135498 1
63 22 1148.56787109 1
63 22 1149.87976074 1
63 22 1152.03173828 1
63 22 1155.20458984 1
63 22 1162.32421875 1
63 22 1174.45495605 1
63 22 1177.05480957 1
63 22 1185.82678223 1
63 22 1190.04467773 1
63 22 1192.13806152 1
63 22 1215.45947266 1
63 22 1223.02294922 1
63 22 1227.98120117 1
63 22 1240.18066406 1
63 22 1246.96887207 1
63 22 1260.18676758 1
63 22 1278.55639648 1
63 22 1281.54016113 1
