string dom time charge
63 14 2821.22827148 1
63 15 2116.00463867 1
63 16 2054.10668945 1
63 17 1529.71716309 1
63 17 2899.95751953 1
63 18 1544.33789062 1
63 18 1608.82324219 1
63 18 1669.51123047 1
63 18 1720.54846191 1
63 18 2616.14794922 1
63 18 2730.01269531 1
63 18 2827.91918945 1
63 19 1340.49243164 1
63 19 1359.47387695 1
63 19 1412.84301758 1
63 19 1417.03649902 1
63 19 1454.53918457 1
63 19 1465.89001465 1
63 19 1589.06079102 1
63 19 1730.38037109 1
63 19 1735.08776855 1
63 19 1736.15002441 1
63 19 1848.25952148 1
63 19 1941.65112305 1
63 19 1975.47229004 1
63 19 2004.16333008 1
63 19 2148.41064453 1
63 19 2265.00097656 1
63 19 2437.95654297 1
63 19 4175.56396484 1
63 20 1098.77490234 1
63 20 1164.8157959 1
63 20 1171.72570801 1
63 20 1189.09960938 1
63 20 1268.57128906 1
63 20 1300.26550293 1
63 20 1314.62316895 1
63 20 1332.34155273 1
63 20 1348.49694824 1
63 20 1372.51293945 1
63 20 1379.3503418 1
63 20 1443.22131348 1
63 20 1454.10351562 1
63 20 1521.18981934 1
63 20 1545.99316406 1
63 20 1562.11242676 1
63 20 1624.37194824 1
63 20 1625.16369629 1
63 20 1667.46704102 1
63 20 1691.77832031 1
63 20 1695.76611328 1
63 20 1711.32336426 1
63 20 1751.90100098 1
63 20 1858.83557129 1
63 20 1935.90307617 1
63 20 1965.99169922 1
63 20 1972.50939941 1
63 20 1983.44396973 1
63 20 1987.5213623 1
63 20 2007.15380859 1
63 20 2031.44348145 1
63 20 2237.90820312 1
63 20 2297.29736328 1
63 20 2417.93310547 1
63 20 2696.65991211 1
63 21 1112.54882812 1
63 21 1160.75695801 1
63 21 1177.67785645 1
63 21 1198.04443359 1
63 21 1199.4934082 1
63 21 1229.21899414 1
63 21 1233.13476562 1
63 21 1243.33935547 1
63 21 1253.51416016 1
63 21 1262.29431152 1
63 21 1277.21032715 1
63 21 1291.22729492 1
63 21 1303.3260498 1
63 21 1392.91015625 1
63 21 1393.64855957 1
63 21 1406.2232666 1
63 21 1422.58764648 1
63 21 1439.15808105 1
63 21 1459.19702148 1
63 21 1468.05603027 1
63 21 1469.27331543 1
63 21 1511.72631836 1
63 21 1528.91027832 1
63 21 1536.29663086 1
63 21 1572.01550293 1
63 21 1574.26330566 1
63 21 1586.32128906 1
63 21 1619.99255371 1
63 21 1644.67077637 1
63 21 1669.5480957 1
63 21 1741.48742676 1
63 21 1742.65270996 1
63 21 1765.6829834 1
63 21 1812.97436523 1
63 21 1856.17272949 1
63 21 1915.2043457 1
63 21 1920.56225586 1
63 21 1936.01306152 1
63 21 1954.16699219 1
63 21 1961.83105469 1
63 21 2002.29626465 1
63 21 2045.56225586 1
63 21 2071.88818359 1
63 21 2096.41455078 1
63 21 2138.25268555 1
63 21 2217.57641602 1
63 21 2240.77905273 1
63 21 2303.7019043 1
63 21 2308.15405273 1
63 21 2313.33837891 1
63 21 2426.21630859 1
63 22 952.700378418 1
63 22 976.494384766 1
63 22 978.562438965 1
63 22 1036.75817871 1
63 22 1049.5546875 1
63 22 1078.82019043 1
63 22 1084.7244873 1
63 22 1090.00830078 1
63 22 1091.62731934 1
63 22 1097.80224609 1
63 22 1099.71069336 1
63 22 1120.31018066 1
63 22 1155.84533691 1
63 22 1161.19091797 1
63 22 1162.05078125 1
63 22 1180.45043945 1
63 22 1216.77954102 1
63 22 1222.98706055 1
63 22 1249.78381348 1
63 22 1256.61315918 1
63 22 1264.5213623 1
63 22 1270.27319336 1
63 22 1276.78137207 1
63 22 1281.85693359 1
63 22 1303.33984375 1
63 22 1306.18591309 1
63 22 1315.10681152 1
63 22 1325.63012695 1
63 22 1344.37475586 1
63 22 1345.49047852 1
63 22 1347.45690918 1
63 22 1355.5982666 1
63 22 1356.59289551 1
63 22 1368.25292969 1
63 22 1383.58203125 1
63 22 1384.27966309 1
63 22 1400.05664062 1
63 22 1409.54785156 1
63 22 1423.39135742 1
63 22 1425.82641602 1
63 22 1441.30700684 1
63 22 1450.95117188 1
63 22 1451.87475586 1
63 22 1456.40307617 1
63 22 1467.79675293 1
63 22 1494.31030273 1
63 22 1525.49084473 1
63 22 1540.15075684 1
63 22 1552.24511719 1
63 22 1558.64355469 1
63 22 1576.29772949 1
63 22 1587.27416992 1
63 22 1598.26159668 1
63 22 1604.09191895 1
63 22 1606.70410156 1
63 22 1647.52368164 1
63 22 1658.10998535 1
63 22 1693.11767578 1
63 22 1697.1262207 1
63 22 1698.42126465 1
63 22 1717.9901123 1
63 22 1731.01245117 1
63 22 1739.47595215 1
63 22 1740.92944336 1
63 22 1748.5012207 1
63 22 1757.921875 1
63 22 1770.03039551 1
63 22 1782.54833984 1
63 22 1840.85742188 1
63 22 1896.52539062 1
63 22 1899.78637695 1
63 22 1973.48364258 1
63 22 1989.18261719 1
63 22 1992.68688965 1
63 22 2305.14941406 1
63 22 2434.09936523 1
63 22 2639.42724609 1
63 22 3141.71679688 1
63 23 901.572692871 1
63 23 930.653503418 1
63 23 943.684326172 1
63 23 945.301086426 1
63 23 971.354614258 1
63 23 976.291503906 1
63 23 996.61114502 1
63 23 997.484802246 1
63 23 999.25982666 1
63 23 1001.62084961 1
63 23 1007.2789917 1
63 23 1012.85827637 1
63 23 1013.69696045 1
63 23 1019.37731934 1
63 23 1033.91625977 1
63 23 1038.21350098 1
63 23 1044.01989746 1
63 23 1044.52453613 1
63 23 1052.84069824 1
63 23 1056.80749512 1
63 23 1057.26916504 1
63 23 1062.49035645 1
63 23 1067.63452148 1
63 23 1084.62939453 1
63 23 1089.33947754 1
63 23 1089.67346191 1
63 23 1096.10229492 1
63 23 1105.64221191 1
63 23 1107.42895508 1
63 23 1113.60424805 1
63 23 1120.50195312 1
63 23 1121.05712891 1
63 23 1136.39074707 1
63 23 1136.40026855 1
63 23 1138.8371582 1
63 23 1140.23474121 1
63 23 1158.31982422 1
63 23 1186.62658691 1
63 23 1188.95678711 1
63 23 1190.0189209 1
