string dom time charge
63 14 2361.17944336 1
63 16 2326.66235352 1
63 18 1725.4465332 1
63 18 1885.46276855 1
63 18 2137.40356445 1
63 19 1173.32446289 1
63 19 1420.95629883 1
63 19 1445.86193848 1
63 19 1692.66650391 1
63 19 1984.41943359 1
63 19 2033.78344727 1
63 19 2230.52172852 1
63 20 1254.46166992 1
63 20 1387.67529297 1
63 20 1410.50671387 1
63 20 1443.47290039 1
63 20 1550.2565918 1
63 20 1587.18249512 1
63 20 1699.47680664 1
63 20 1898.96520996 1
63 20 2005.77990723 1
63 20 2031.85473633 1
63 20 2435.72949219 1
63 21 1107.48547363 1
63 21 1178.91601562 1
63 21 1232.64160156 1
63 21 1301.71826172 1
63 21 1305.08520508 1
63 21 1314.20251465 1
63 21 1315.46716309 1
63 21 1330.31933594 1
63 21 1493.4798584 1
63 21 1519.27941895 1
63 21 1595.89733887 1
63 21 1782.29101562 1
63 21 2026.71691895 1
63 21 2426.35107422 1
63 21 2512.07519531 1
63 21 2755.11206055 1
63 21 2994.76757812 1
63 22 1003.29724121 1
63 22 1015.40649414 1
63 22 1085.9831543 1
63 22 1127.46777344 1
63 22 1163.40771484 1
63 22 1172.94714355 1
63 22 1183.88134766 1
63 22 1206.77172852 1
63 22 1210.57275391 1
63 22 1224.76477051 1
63 22 1228.33557129 1
63 22 1246.48034668 1
63 22 1265.29760742 1
63 22 1286.79418945 1
63 22 1294.11108398 1
63 22 1314.47741699 1
63 22 1341.36425781 1
63 22 1455.31433105 1
63 22 1489.88989258 1
63 22 1496.60168457 1
63 22 1552.92089844 1
63 22 1560.31408691 1
63 22 1578.92333984 1
63 22 1670.20458984 1
63 22 1670.59960938 1
63 22 1683.71142578 1
63 22 1723.12365723 1
63 22 1811.92272949 1
63 22 1814.7890625 1
63 22 1828.96777344 1
63 22 1943.77050781 1
63 22 2073.06811523 1
63 22 2405.29833984 1
63 22 2419.16308594 1
63 22 2655.70751953 1
63 23 873.974975586 1
63 23 883.262451172 1
63 23 908.843933105 1
63 23 950.856384277 1
63 23 993.856506348 1
63 23 1004.30273438 1
63 23 1052.15039062 1
63 23 1094.51452637 1
63 23 1114.52758789 1
63 23 1142.16650391 1
63 23 1144.74121094 1
63 23 1147.09521484 1
63 23 1166.94335938 1
63 23 1174.00415039 1
63 23 1177.77783203 1
63 23 1188.35131836 1
63 23 1206.88500977 1
63 23 1229.24743652 1
63 23 1242.10375977 1
63 23 1253.33251953 1
63 23 1261.05969238 1
63 23 1263.76025391 1
63 23 1265.06774902 1
63 23 1277.40515137 1
63 23 1287.72900391 1
63 23 1292.82250977 1
63 23 1327.24914551 1
63 23 1341.46838379 1
63 23 1399.14562988 1
63 23 1401.21435547 1
63 23 1413.19873047 1
63 23 1425.8848877 1
63 23 1428.5177002 1
63 23 1484.62072754 1
63 23 1491.85595703 1
63 23 1700.58190918 1
63 23 1857.21191406 1
63 23 1869.79870605 1
63 23 1901.84533691 1
63 23 1912.9440918 1
63 23 1998.84277344 1
63 23 2015.36767578 1
63 23 2096.13037109 1
63 23 2186.63842773 1
63 23 2293.29589844 1
63 23 2435.61499023 1
63 23 2503.00073242 1
63 23 2815.40649414 1
63 24 821.690063477 1
63 24 839.825622559 1
63 24 847.413696289 1
63 24 852.402099609 1
63 24 859.821105957 1
63 24 883.968444824 1
63 24 891.37902832 1
63 24 897.768737793 1
63 24 934.894470215 1
63 24 954.802368164 1
63 24 961.427001953 1
63 24 981.911132812 1
63 24 985.503479004 1
63 24 991.002807617 1
63 24 991.244506836 1
63 24 1001.35198975 1
63 24 1003.18951416 1
63 24 1012.49078369 1
63 24 1019.50830078 1
63 24 1024.83666992 1
63 24 1027.33044434 1
63 24 1030.18884277 1
63 24 1030.27966309 1
63 24 1054.68164062 1
63 24 1065.36401367 1
63 24 1075.44555664 1
63 24 1075.78662109 1
63 24 1081.50109863 1
63 24 1081.79138184 1
63 24 1086.01220703 1
63 24 1091.4486084 1
63 24 1098.5736084 1
63 24 1105.56896973 1
63 24 1111.60498047 1
63 24 1120.42529297 1
63 24 1131.38342285 1
63 24 1138.10766602 1
63 24 1196.57226562 1
63 24 1216.79370117 1
63 24 1242.60583496 1
63 24 1256.41418457 1
63 24 1270.55114746 1
63 24 1270.70581055 1
63 24 1275.85070801 1
63 24 1276.44616699 1
63 24 1343.23217773 1
63 24 1349.3770752 1
63 24 1349.92431641 1
63 24 1360.64111328 1
63 24 1365.24951172 1
63 24 1370.12890625 1
63 24 1402.73352051 1
63 24 1413.01049805 1
63 24 1415.55786133 1
63 24 1428.24023438 1
63 24 1429.70812988 1
63 24 1465.28820801 1
63 24 1478.00170898 1
63 24 1490.76257324 1
63 24 1502.79248047 1
63 24 1522.75524902 1
63 24 1621.0982666 1
63 24 1622.45922852 1
63 24 1637.24084473 1
63 24 1675.24353027 1
63 24 1724.17919922 1
63 24 1738.47045898 1
63 24 1772.21887207 1
63 24 1817.11047363 1
63 24 1952.22680664 1
63 24 2033.11328125 1
63 24 2263.92797852 1
63 24 2338.34667969 1
63 24 2421.11157227 1
63 24 2513.72729492 1
63 25 752.133056641 1
63 25 806.289550781 1
63 25 810.742370605 1
63 25 814.915283203 1
63 25 822.543518066 1
63 25 824.195983887 1
63 25 826.557922363 1
