string dom time charge
63 15 2022.23278809 1
63 16 1975.74645996 1
63 17 2796.89306641 1
63 18 1593.08251953 1
63 18 1830.36437988 1
63 18 2299.59472656 1
63 18 2774.02172852 1
63 19 1366.00549316 1
63 19 1470.27832031 1
63 19 1518.81896973 1
63 19 1572.53601074 1
63 19 1886.4407959 1
63 19 1940.4630127 1
63 20 1123.41503906 1
63 20 1145.92541504 1
63 20 1154.43200684 1
63 20 1178.30175781 1
63 20 1199.38439941 1
63 20 1260.96032715 1
63 20 1283.18737793 1
63 20 1332.32189941 1
63 20 1370.95019531 1
63 20 1400.84802246 1
63 20 1513.8482666 1
63 20 1603.99243164 1
63 20 1855.42138672 1
63 20 1904.56567383 1
63 20 1909.19519043 1
63 20 2020.1048584 1
63 20 2066.25366211 1
63 20 2237.92529297 1
63 20 2411.35986328 1
63 21 1110.39562988 1
63 21 1132.49145508 1
63 21 1231.27355957 1
63 21 1238.89294434 1
63 21 1248.97668457 1
63 21 1252.38122559 1
63 21 1264.4276123 1
63 21 1278.89343262 1
63 21 1289.12121582 1
63 21 1291.63049316 1
63 21 1321.12609863 1
63 21 1328.01428223 1
63 21 1335.67675781 1
63 21 1347.14245605 1
63 21 1388.25524902 1
63 21 1403.64343262 1
63 21 1456.33813477 1
63 21 1507.08300781 1
63 21 1507.5904541 1
63 21 1524.23937988 1
63 21 1593.50402832 1
63 21 1611.68383789 1
63 21 1615.01464844 1
63 21 1622.1862793 1
63 21 1673.58166504 1
63 21 1740.5090332 1
63 21 1751.42553711 1
63 21 1761.40478516 1
63 21 1771.40087891 1
63 21 1783.15783691 1
63 21 1786.63037109 1
63 21 1808.26501465 1
63 21 1821.48303223 1
63 21 1970.80334473 1
63 21 2429.4765625 1
63 21 2645.4152832 1
63 22 1058.56506348 1
63 22 1066.98205566 1
63 22 1077.04528809 1
63 22 1097.20751953 1
63 22 1100.06311035 1
63 22 1106.26623535 1
63 22 1106.72302246 1
63 22 1133.18579102 1
63 22 1140.62548828 1
63 22 1146.02783203 1
63 22 1161.8248291 1
63 22 1203.47741699 1
63 22 1206.45092773 1
63 22 1222.3626709 1
63 22 1254.69787598 1
63 22 1260.1126709 1
63 22 1270.18945312 1
63 22 1272.7746582 1
63 22 1275.89562988 1
63 22 1306.49633789 1
63 22 1319.04602051 1
63 22 1327.15356445 1
63 22 1357.93554688 1
63 22 1358.8873291 1
63 22 1378.11315918 1
63 22 1381.28845215 1
63 22 1401.95544434 1
63 22 1437.00073242 1
63 22 1440.83276367 1
63 22 1441.59191895 1
63 22 1450.69274902 1
63 22 1479.75964355 1
63 22 1488.63720703 1
63 22 1528.24377441 1
63 22 1537.35083008 1
63 22 1568.83605957 1
63 22 1590.29284668 1
63 22 1654.73986816 1
63 22 1676.70043945 1
63 22 1727.02001953 1
63 22 1845.52575684 1
63 22 1865.74084473 1
63 22 1986.81005859 1
63 22 2035.03027344 1
63 22 2133.03466797 1
63 22 2263.26757812 1
63 22 2464.54589844 1
63 22 2502.17480469 1
63 22 2627.67944336 1
63 22 2976.0078125 1
63 23 887.390625 1
