string dom time charge
63 14 2511.64233398 1
63 16 2659.46411133 1
63 17 2259.97070312 1
63 18 1514.96765137 1
63 18 1520.30957031 1
63 18 1607.56323242 1
63 18 1752.33007812 1
63 18 1927.28295898 1
63 18 2113.26367188 1
63 18 2130.73144531 1
63 18 2201.06518555 1
63 18 2224.30932617 1
63 18 2247.07275391 1
63 19 1261.12219238 1
63 19 1325.0078125 1
63 19 1408.53161621 1
63 19 1442.09143066 1
63 19 1475.19445801 1
63 19 1517.49719238 1
63 19 1610.41052246 1
63 19 1800.31884766 1
63 19 1959.76867676 1
63 19 2013.75537109 1
63 19 2089.32568359 1
63 19 2104.18432617 1
63 19 2204.15991211 1
63 19 2402.890625 1
63 19 2534.02587891 1
63 19 2985.40576172 1
63 19 3128.76049805 1
63 20 1153.83129883 1
63 20 1181.5045166 1
63 20 1185.4309082 1
63 20 1227.17541504 1
63 20 1306.04003906 1
63 20 1351.36450195 1
63 20 1391.70568848 1
63 20 1450.33898926 1
63 20 1461.13781738 1
63 20 1529.65393066 1
63 20 1582.86938477 1
63 20 1615.05187988 1
63 20 1669.75170898 1
63 20 1740.83825684 1
63 20 1760.67651367 1
63 20 1790.84741211 1
63 20 1894.61120605 1
63 20 1962.19494629 1
63 20 1962.56323242 1
63 20 2058.31542969 1
63 20 2075.74169922 1
63 20 2187.08496094 1
63 20 2361.62060547 1
63 20 2405.7578125 1
63 21 1139.0267334 1
63 21 1142.65576172 1
63 21 1195.05725098 1
63 21 1217.92773438 1
63 21 1250.69714355 1
63 21 1256.33496094 1
63 21 1263.25231934 1
63 21 1273.82385254 1
63 21 1281.9161377 1
63 21 1285.32250977 1
63 21 1335.90686035 1
63 21 1405.23388672 1
63 21 1435.6328125 1
63 21 1480.55407715 1
63 21 1501.42272949 1
63 21 1510.0390625 1
63 21 1580.29785156 1
63 21 1588.21936035 1
63 21 1597.68127441 1
63 21 1598.57958984 1
63 21 1619.40795898 1
63 21 1657.32873535 1
63 21 1714.0904541 1
63 21 1805.88012695 1
63 21 1814.78588867 1
63 21 1828.97766113 1
63 21 2068.19702148 1
63 21 2153.64624023 1
63 21 2211.79370117 1
63 21 2235.8034668 1
63 21 2256.96411133 1
63 21 2277.92285156 1
63 21 2440.56396484 1
63 21 2475.86743164 1
63 22 958.221984863 1
63 22 1021.87548828 1
63 22 1066.58129883 1
63 22 1073.95629883 1
63 22 1107.28771973 1
63 22 1111.1895752 1
63 22 1117.33691406 1
63 22 1118.72924805 1
63 22 1128.57263184 1
63 22 1133.49475098 1
63 22 1151.60620117 1
63 22 1155.03625488 1
63 22 1158.15893555 1
63 22 1158.86999512 1
63 22 1168.44787598 1
63 22 1168.53076172 1
63 22 1174.54968262 1
63 22 1183.85192871 1
63 22 1186.02185059 1
63 22 1268.33935547 1
63 22 1277.97546387 1
63 22 1284.17077637 1
63 22 1306.69580078 1
63 22 1336.84533691 1
63 22 1345.96398926 1
63 22 1356.34069824 1
63 22 1371.81384277 1
63 22 1387.38891602 1
63 22 1419.80419922 1
63 22 1423.81713867 1
63 22 1473.45239258 1
63 22 1483.13342285 1
63 22 1483.86791992 1
63 22 1498.84350586 1
63 22 1502.04382324 1
63 22 1527.19995117 1
63 22 1530.33459473 1
63 22 1531.43664551 1
63 22 1535.42138672 1
63 22 1549.0390625 1
63 22 1557.3848877 1
63 22 1579.04638672 1
63 22 1605.36779785 1
63 22 1630.15515137 1
63 22 1666.73937988 1
63 22 1674.13586426 1
63 22 1723.65869141 1
63 22 1727.25012207 1
63 22 1734.87023926 1
63 22 1758.92553711 1
63 22 1759.67529297 1
63 22 1767.76049805 1
63 22 1799.10668945 1
63 22 1810.39733887 1
63 22 1833.96350098 1
63 22 1855.77099609 1
63 22 2002.57897949 1
63 22 2109.26293945 1
63 22 2269.1496582 1
63 22 2269.70117188 1
63 22 2278.65356445 1
63 22 2337.45239258 1
63 23 967.82232666 1
63 23 989.577514648 1
63 23 990.285461426 1
63 23 1005.71307373 1
63 23 1020.97296143 1
63 23 1043.06677246 1
63 23 1045.66577148 1
63 23 1048.46435547 1
63 23 1076.171875 1
63 23 1077.2713623 1
63 23 1087.59228516 1
63 23 1092.63464355 1
63 23 1100.70935059 1
63 23 1102.14550781 1
63 23 1104.40063477 1
63 23 1110.91210938 1
63 23 1114.08947754 1
63 23 1136.26477051 1
63 23 1144.09326172 1
63 23 1154.94189453 1
63 23 1164.42480469 1
63 23 1174.30432129 1
63 23 1178.58544922 1
63 23 1178.71203613 1
63 23 1188.9753418 1
63 23 1189.55383301 1
63 23 1190.39050293 1
63 23 1209.35400391 1
63 23 1219.64465332 1
63 23 1222.65966797 1
63 23 1231.03295898 1
63 23 1239.42028809 1
63 23 1257.10473633 1
63 23 1258.86450195 1
63 23 1280.34619141 1
63 23 1296.11425781 1
63 23 1296.76843262 1
63 23 1313.88708496 1
63 23 1332.31188965 1
63 23 1334.14611816 1
63 23 1343.6015625 1
63 23 1349.62805176 1
63 23 1366.3638916 1
63 23 1372.10717773 1
63 23 1386.90075684 1
63 23 1408.02636719 1
63 23 1434.5032959 1
63 23 1445.05688477 1
63 23 1462.34912109 1
63 23 1517.0970459 1
63 23 1552.96984863 1
63 23 1565.89941406 1
63 23 1586.82275391 1
63 23 1590.2980957 1
63 23 1613.29150391 1
63 23 1645.9251709 1
63 23 1646.95715332 1
63 23 1677.4621582 1
63 23 1714.51379395 1
63 23 1755.96252441 1
63 23 1758.83752441 1
63 23 1766.28869629 1
63 23 1792.36157227 1
63 23 1856.86132812 1
63 23 1863.39025879 1
63 23 2008.03881836 1
63 23 2250.05639648 1
63 23 2477.41357422 1
63 24 835.96307373 1
63 24 843.878540039 1
63 24 845.72479248 1
63 24 897.71862793 1
63 24 915.872497559 1
63 24 916.305053711 1
63 24 926.135986328 1
63 24 930.08984375 1
63 24 931.093261719 1
63 24 942.176269531 1
63 24 942.227172852 1
63 24 944.65020752 1
63 24 944.708618164 1
63 24 945.783935547 1
63 24 948.061035156 1
63 24 948.211914062 1
63 24 951.901123047 1
63 24 958.452697754 1
63 24 964.701538086 1
63 24 965.588928223 1
63 24 966.764648438 1
63 24 972.426757812 1
63 24 979.222900391 1
63 24 991.834777832 1
63 24 993.833374023 1
63 24 999.093994141 1
63 24 1000.105896 1
63 24 1002.28546143 1
63 24 1002.293396 1
63 24 1002.41448975 1
63 24 1002.91644287 1
63 24 1003.61590576 1
63 24 1010.4453125 1
63 24 1010.61853027 1
63 24 1010.9854126 1
63 24 1017.00531006 1
63 24 1027.71496582 1
63 24 1031.05102539 1
63 24 1034.90820312 1
63 24 1038.61303711 1
63 24 1041.27453613 1
63 24 1046.27941895 1
63 24 1046.53979492 1
63 24 1050.10864258 1
63 24 1053.6151123 1
63 24 1057.10021973 1
63 24 1062.04125977 1
63 24 1064.38964844 1
63 24 1064.81872559 1
63 24 1064.99450684 1
63 24 1070.44506836 1
63 24 1072.43811035 1
63 24 1077.28881836 1
63 24 1085.81408691 1
63 24 1096.1463623 1
63 24 1098.78613281 1
63 24 1101.59216309 1
63 24 1101.84924316 1
63 24 1104.11804199 1
63 24 1116.57067871 1
63 24 1118.84375 1
63 24 1118.84851074 1
63 24 1123.55102539 1
63 24 1123.87902832 1
